Serial No.,ScreenTimeHrs,Normalized_Screen_Time_hrs,ZoomMeetings,Normalized_ZoomMeetings_Hrs,StressLevel,Normalized_StressLevels,SleepHours,Normalized_SleepHours,BreaksTaken,Normalized_BreakTaken,ExerciseTime_Mins,Normalized_Exercise_Time,Self_Reported_Stress,Self_Reported_Productivity,Stress_Score,Normalized_StressScore,Burnout_Score,Productivity_Score,Mood,Work_Life_Balance (Out of 100)
904,10.6,0.6277372263,7,0.7777777778,10,1,4.5,0.2142857143,4,0.6666666667,0.35,0.1650943396,4,2,87.45826475,79.34135788,100,0,Very Bad,0
905,8.4,0.4671532847,9,1,6,0.5555555556,9,0.8571428571,5,0.8333333333,1.07,0.5047169811,6,7,80.46218873,44.61207486,48.88723841,51.11276159,Neutral,51
906,8.1,0.4452554745,5,0.5555555556,4,0.3333333333,5.2,0.3142857143,2,0.3333333333,0.92,0.4339622642,7,4,83.31353108,58.76644874,44.16306731,55.83693269,Neutral,56
907,5.3,0.2408759124,9,1,3,0.2222222222,8.9,0.8428571429,1,0.1666666667,0.49,0.2311320755,3,1,82.07470701,52.61679117,34.54419895,65.45580105,Good,65
908,9.5,0.5474452555,8,0.8888888889,2,0.1111111111,5.2,0.3142857143,4,0.6666666667,0.45,0.2122641509,8,3,86.55555468,74.86020684,48.06174977,51.93825023,Neutral,52
909,9.3,0.5328467153,5,0.5555555556,1,0,7.3,0.6142857143,5,0.8333333333,0.27,0.1273584906,7,1,81.01585859,47.36055231,16.55061724,83.44938276,Very Good,83
910,12.3,0.7518248175,8,0.8888888889,5,0.4444444444,4.8,0.2571428571,6,1,1.36,0.641509434,1,5,86.00617869,72.13304462,66.78723688,33.21276312,Bad,33
911,7.4,0.3941605839,3,0.3333333333,2,0.1111111111,7.3,0.6142857143,5,0.8333333333,0.06,0.02830188679,6,8,78.24744591,33.61785038,7.988359205,92.01164079,Very Good,92
912,8.4,0.4671532847,7,0.7777777778,2,0.1111111111,6,0.4285714286,2,0.3333333333,0.89,0.4198113208,7,1,84.45260502,64.42093579,37.88693892,62.11306108,Good,62
913,8.5,0.4744525547,3,0.3333333333,7,0.6666666667,6,0.4285714286,2,0.3333333333,0.68,0.320754717,4,9,81.36626858,49.10002568,55.86158275,44.13841725,Neutral,44
914,11.2,0.6715328467,1,0.1111111111,8,0.7777777778,7.4,0.6285714286,3,0.5,1.13,0.5330188679,2,3,78.44357046,34.59143397,51.8855617,48.1144383,Neutral,48
915,7.8,0.4233576642,9,1,10,1,5.8,0.4,5,0.8333333333,0.17,0.08018867925,10,5,85.37948859,69.02208673,95.1310196,4.868980398,Very Bad,5
916,8.6,0.4817518248,8,0.8888888889,8,0.7777777778,4.4,0.2,2,0.3333333333,0.13,0.06132075472,9,9,88.75001301,85.75373689,97.23424995,2.76575005,Very Bad,3
917,9.2,0.5255474453,4,0.4444444444,4,0.3333333333,7.6,0.6571428571,6,1,1.05,0.4952830189,7,5,77.57275508,30.26861161,19.6906784,80.3093216,Very Good,80
918,8.4,0.4671532847,3,0.3333333333,1,0,4.8,0.2571428571,0,0,0.71,0.3349056604,1,9,83.94143401,61.88342724,26.95013149,73.04986851,Good,73
919,7.1,0.3722627737,1,0.1111111111,7,0.6666666667,7.3,0.6142857143,4,0.6666666667,0.27,0.1273584906,8,10,76.52113028,25.04823165,32.47113629,67.52886371,Good,68
920,8.4,0.4671532847,0,0,1,0,8,0.7142857143,0,0,0.23,0.108490566,3,8,78.52328487,34.98714499,4.430814331,95.56918567,Very Good,96
921,10.1,0.5912408759,6,0.6666666667,4,0.3333333333,5.9,0.4142857143,4,0.6666666667,0.69,0.3254716981,4,7,83.96290292,61.99000122,49.8697805,50.1302195,Neutral,50
922,5.9,0.2846715328,5,0.5555555556,8,0.7777777778,8.3,0.7571428571,6,1,0.92,0.4339622642,5,1,75.49816786,19.9701348,34.57564986,65.42435014,Good,65
923,8.3,0.4598540146,1,0.1111111111,2,0.1111111111,7.2,0.6,5,0.8333333333,0.16,0.07547169811,1,4,77.05220891,27.68456377,2.526251358,97.47374864,Very Good,97
924,6.6,0.3357664234,7,0.7777777778,6,0.5555555556,5.5,0.3571428571,3,0.5,0.96,0.4528301887,6,9,82.91142284,56.77033965,54.81954036,45.18045964,Neutral,45
925,10.4,0.6131386861,3,0.3333333333,6,0.5555555556,8.6,0.8,2,0.3333333333,0.76,0.358490566,10,10,79.63075793,40.48476185,45.61850985,54.38149015,Neutral,54
926,5,0.2189781022,7,0.7777777778,9,0.8888888889,4.8,0.2571428571,2,0.3333333333,0.11,0.05188679245,6,8,84.81397988,66.21483994,82.16444235,17.83555765,Very Bad,18
927,6.9,0.3576642336,6,0.6666666667,5,0.4444444444,5.9,0.4142857143,2,0.3333333333,0.51,0.2405660377,2,4,83.30009247,58.69973799,50.8866285,49.1133715,Neutral,49
928,8.8,0.496350365,4,0.4444444444,10,1,6.2,0.4571428571,5,0.8333333333,0.92,0.4339622642,10,1,79.79273396,41.28882848,68.49860201,31.50139799,Bad,32
929,11.1,0.6642335766,9,1,4,0.3333333333,7.4,0.6285714286,4,0.6666666667,0.91,0.429245283,6,10,85.23011654,68.2805876,59.07863275,40.92136725,Neutral,41
930,7.9,0.4306569343,9,1,5,0.4444444444,8.2,0.7428571429,6,1,0.56,0.2641509434,8,4,81.30710843,48.80634822,44.93734957,55.06265043,Neutral,55
931,6.9,0.3576642336,7,0.7777777778,10,1,8.1,0.7285714286,2,0.3333333333,0.39,0.1839622642,6,3,81.90111074,51.75504037,80.36791032,19.63208968,Very Bad,20
932,11.8,0.7153284672,8,0.8888888889,5,0.4444444444,6.8,0.5428571429,0,0,1.19,0.5613207547,4,6,87.67625562,80.42348832,77.62980087,22.37019913,Bad,22
933,5.1,0.2262773723,4,0.4444444444,8,0.7777777778,6.1,0.4428571429,2,0.3333333333,0.82,0.3867924528,4,5,79.39496899,39.31427988,50.33285677,49.66714323,Neutral,50
934,3.6,0.1167883212,9,1,10,1,3.8,0.1142857143,5,0.8333333333,1.31,0.6179245283,9,5,82.44856605,54.47266814,74.55357061,25.44642939,Bad,25
935,8.9,0.503649635,4,0.4444444444,8,0.7777777778,4.5,0.2142857143,6,1,0.2,0.09433962264,6,2,82.5004077,54.73001573,66.34805867,33.65194133,Bad,34
936,7,0.3649635036,1,0.1111111111,2,0.1111111111,9.1,0.8714285714,3,0.5,0.48,0.2264150943,8,3,74.66143498,15.81650168,0,100,Very Good,100
937,6,0.2919708029,4,0.4444444444,7,0.6666666667,3.7,0.1,6,1,0.31,0.1462264151,8,6,81.09035792,47.73037513,49.37149765,50.62850235,Neutral,51
938,9.4,0.5401459854,2,0.2222222222,8,0.7777777778,5.3,0.3285714286,0,0,0.39,0.1839622642,7,2,83.81481715,61.25488733,74.42792654,25.57207346,Bad,26
939,8.5,0.4744525547,6,0.6666666667,6,0.5555555556,8.2,0.7428571429,2,0.3333333333,0.38,0.179245283,3,4,82.08468727,52.66633427,55.92986667,44.07013333,Neutral,44
940,6.9,0.3576642336,9,1,5,0.4444444444,6.8,0.5428571429,2,0.3333333333,0.81,0.3820754717,10,2,84.37214997,64.02154815,57.53263029,42.46736971,Neutral,42
941,5.4,0.2481751825,4,0.4444444444,9,0.8888888889,7.9,0.7,1,0.1666666667,0.52,0.2452830189,1,9,78.78950864,36.30870877,56.76262835,43.23737165,Neutral,43
942,9.7,0.5620437956,7,0.7777777778,3,0.2222222222,7.3,0.6142857143,4,0.6666666667,0.81,0.3820754717,5,3,82.73340591,55.88664421,38.76365799,61.23634201,Good,61
943,9.3,0.5328467153,0,0,10,1,8.7,0.8142857143,0,0,0.85,0.4009433962,10,10,77.21040785,28.46988056,59.52336357,40.47663643,Neutral,40
944,7.8,0.4233576642,2,0.2222222222,4,0.3333333333,6.9,0.5571428571,1,0.1666666667,1.58,0.7452830189,10,10,77.90641282,31.92492499,19.33706932,80.66293068,Very Good,81
945,11.7,0.7080291971,2,0.2222222222,9,0.8888888889,7.5,0.6428571429,6,1,0.34,0.1603773585,2,6,79.07370317,37.71948138,62.21071259,37.78928741,Bad,38
946,5.9,0.2846715328,8,0.8888888889,6,0.5555555556,5.4,0.3428571429,3,0.5,0.03,0.0141509434,10,1,85.15836552,67.92440774,65.40044771,34.59955229,Bad,35
947,4.9,0.2116788321,4,0.4444444444,8,0.7777777778,7.4,0.6285714286,4,0.6666666667,0.62,0.2924528302,2,10,76.80729446,26.46878178,39.10564158,60.89435842,Good,61
948,6.6,0.3357664234,8,0.8888888889,7,0.6666666667,5.9,0.4142857143,0,0,0.1,0.04716981132,7,3,86.96581039,76.89676082,82.3295733,17.6704267,Very Bad,18
949,7.9,0.4306569343,8,0.8888888889,2,0.1111111111,5.8,0.4,2,0.3333333333,1.24,0.5849056604,3,8,84.54472448,64.87822679,37.69685841,62.30314159,Good,62
950,8.5,0.4744525547,0,0,3,0.2222222222,7.8,0.6857142857,6,1,0.36,0.1698113208,8,5,74.57956598,15.41009506,0,100,Very Good,100
951,7.5,0.401459854,1,0.1111111111,1,0,7.9,0.7,0,0,0.22,0.1037735849,9,8,78.88839309,36.79958195,5.456563987,94.54343601,Very Good,95
952,8.7,0.4890510949,4,0.4444444444,9,0.8888888889,9,0.8571428571,2,0.3333333333,0.26,0.1226415094,8,2,79.76502428,41.1512746,65.62039423,34.37960577,Bad,34
953,5.5,0.2554744526,3,0.3333333333,7,0.6666666667,8.9,0.8428571429,4,0.6666666667,0.86,0.4056603774,6,7,74.18924587,13.47250356,21.92954532,78.07045468,Good,78
954,10.9,0.6496350365,9,1,1,0,7.9,0.7,2,0.3333333333,0.42,0.1981132075,5,9,86.7705642,75.92753751,47.34917137,52.65082863,Neutral,53
955,7.8,0.4233576642,8,0.8888888889,3,0.2222222222,3.9,0.1285714286,3,0.5,0.18,0.08490566038,3,7,87.97649368,81.91390275,58.73509268,41.26490732,Neutral,41
956,10.2,0.598540146,6,0.6666666667,4,0.3333333333,9.2,0.8857142857,6,1,1.33,0.6273584906,3,3,77.72358655,31.01735545,23.46047704,76.53952296,Good,77
957,8.7,0.4890510949,5,0.5555555556,4,0.3333333333,7.9,0.7,5,0.8333333333,0.07,0.03301886792,7,7,80.26954659,43.65577829,33.23824389,66.76175611,Good,67
958,8.9,0.503649635,6,0.6666666667,5,0.4444444444,5.4,0.3428571429,2,0.3333333333,0.52,0.2452830189,5,8,85.31250713,68.68958347,61.69427011,38.30572989,Bad,38
959,9.1,0.5182481752,0,0,3,0.2222222222,7.6,0.6571428571,3,0.5,0.83,0.391509434,6,1,76.35930116,24.24489426,6.883749451,93.11625055,Very Good,93
960,8.9,0.503649635,0,0,3,0.2222222222,4.9,0.2714285714,5,0.8333333333,0.32,0.1509433962,6,3,78.92796086,36.99600068,15.7239197,84.2760803,Very Good,84
961,9.3,0.5328467153,7,0.7777777778,1,0,7.4,0.6285714286,6,1,0.74,0.3490566038,9,5,81.12589153,47.90676782,17.2436391,82.7563609,Very Good,83
962,10.7,0.6350364964,1,0.1111111111,7,0.6666666667,4.5,0.2142857143,4,0.6666666667,0.03,0.0141509434,1,6,82.8016977,56.22565208,62.5017106,37.4982894,Bad,37
963,8.4,0.4671532847,9,1,10,1,5.3,0.3285714286,4,0.6666666667,0.91,0.429245283,8,3,85.65931362,70.41116863,96.25381523,3.746184771,Very Bad,4
964,9.4,0.5401459854,8,0.8888888889,1,0,7.6,0.6571428571,6,1,0.02,0.009433962264,10,4,83.21769226,58.29069437,28.06134972,71.93865028,Good,72
965,7.8,0.4233576642,6,0.6666666667,2,0.1111111111,8.1,0.7285714286,6,1,0.85,0.4009433962,5,5,78.13456496,33.05749706,8.858782406,91.14121759,Very Good,91
966,10.9,0.6496350365,5,0.5555555556,4,0.3333333333,7,0.5714285714,0,0,1.05,0.4952830189,6,3,84.38823416,64.10139182,54.15180689,45.84819311,Neutral,46
967,6.6,0.3357664234,0,0,4,0.3333333333,6.1,0.4428571429,3,0.5,0.93,0.4386792453,6,4,76.06009011,22.75957803,8.08668621,91.91331379,Very Good,92
968,11.6,0.700729927,0,0,5,0.4444444444,3.3,0.04285714286,3,0.5,0.63,0.2971698113,1,5,83.47576288,59.57178504,51.48135177,48.51864823,Neutral,49
969,7.9,0.4306569343,1,0.1111111111,2,0.1111111111,6.2,0.4571428571,6,1,0.38,0.179245283,3,2,76.82133424,26.53847679,0,100,Very Good,100
970,5.1,0.2262773723,5,0.5555555556,4,0.3333333333,7.3,0.6142857143,1,0.1666666667,0.21,0.09905660377,6,10,80.73003937,45.9417146,32.05582772,67.94417228,Good,68
971,8.3,0.4598540146,5,0.5555555556,1,0,6,0.4285714286,1,0.1666666667,1.24,0.5849056604,9,9,82.60812385,55.26473044,21.9248737,78.0751263,Good,78
972,6.6,0.3357664234,1,0.1111111111,2,0.1111111111,6.5,0.5,5,0.8333333333,0.15,0.07075471698,6,10,76.63020092,25.58967017,0,100,Very Good,100
973,9.7,0.5620437956,0,0,1,0,6.2,0.4571428571,5,0.8333333333,0.02,0.009433962264,6,8,78.59222592,35.32937586,3.152996111,96.84700389,Very Good,97
974,6.7,0.3430656934,9,1,10,1,6,0.4285714286,1,0.1666666667,0.83,0.391509434,1,6,85.7693811,70.95755561,96.56327674,3.436723264,Very Bad,3
975,7.1,0.3722627737,4,0.4444444444,10,1,6.6,0.5142857143,6,1,0.1,0.04716981132,9,10,78.97521833,37.23059191,63.74157655,36.25842345,Bad,36
976,4.2,0.1605839416,4,0.4444444444,4,0.3333333333,6.1,0.4428571429,6,1,0.02,0.009433962264,4,3,77.58080198,30.30855732,13.93842074,86.06157926,Very Good,86
977,7.1,0.3722627737,1,0.1111111111,4,0.3333333333,8.7,0.8142857143,5,0.8333333333,0.22,0.1037735849,2,2,74.34880324,14.26456369,3.609501074,96.39049893,Very Good,96
978,3.2,0.08759124088,5,0.5555555556,7,0.6666666667,3.2,0.02857142857,2,0.3333333333,0.26,0.1226415094,1,7,83.26788605,58.53986183,57.50105696,42.49894304,Neutral,42
979,4.8,0.204379562,8,0.8888888889,10,1,5.7,0.3857142857,6,1,0.46,0.2169811321,3,8,81.20126792,48.28094441,71.90727807,28.09272193,Bad,28
980,9.5,0.5474452555,1,0.1111111111,9,0.8888888889,5.2,0.3142857143,1,0.1666666667,0.62,0.2924528302,3,10,82.01257774,52.30837471,72.01353174,27.98646826,Bad,28
981,9.6,0.5547445255,9,1,9,0.8888888889,6.8,0.5428571429,3,0.5,0.98,0.4622641509,5,1,85.35553151,68.90316116,91.08700756,8.912992438,Very Bad,9
982,8.9,0.503649635,1,0.1111111111,5,0.4444444444,6.6,0.5142857143,6,1,0.76,0.358490566,1,6,76.37713726,24.33343461,18.73170646,81.26829354,Very Good,81
983,6.1,0.299270073,2,0.2222222222,10,1,8.9,0.8428571429,6,1,0.4,0.1886792453,7,7,73.27290438,8.923684641,37.78579408,62.21420592,Good,62
984,7.9,0.4306569343,6,0.6666666667,1,0,9.4,0.9142857143,2,0.3333333333,0.4,0.1886792453,1,9,80.23756665,43.49702638,14.63725972,85.36274028,Very Good,85
985,8,0.4379562044,5,0.5555555556,1,0,5.3,0.3285714286,5,0.8333333333,0.76,0.358490566,4,3,81.42813946,49.40715946,14.80597364,85.19402636,Very Good,85
986,5.7,0.2700729927,7,0.7777777778,6,0.5555555556,6.5,0.5,6,1,1.14,0.5377358491,6,2,78.77200875,36.22183743,34.89410703,65.10589297,Good,65
987,11,0.6569343066,7,0.7777777778,2,0.1111111111,6.8,0.5428571429,4,0.6666666667,0.56,0.2641509434,1,5,84.7254377,65.77530692,42.29176968,57.70823032,Neutral,58
988,9.8,0.5693430657,5,0.5555555556,8,0.7777777778,5.3,0.3285714286,0,0,0.27,0.1273584906,7,10,86.99986971,77.06583502,90.64516016,9.354839838,Very Bad,9
989,7.6,0.4087591241,9,1,9,0.8888888889,7.4,0.6285714286,1,0.1666666667,0,0,10,1,86.39235315,74.05005665,95.66840459,4.331595412,Very Bad,4
990,8.1,0.4452554745,2,0.2222222222,4,0.3333333333,6.1,0.4428571429,4,0.6666666667,0.22,0.1037735849,7,6,79.60571437,40.3604429,26.90969804,73.09030196,Good,73
991,8.4,0.4671532847,2,0.2222222222,5,0.4444444444,4.9,0.2714285714,5,0.8333333333,0.83,0.391509434,3,9,79.37851098,39.23258054,30.94504015,69.05495985,Good,69
992,3.9,0.1386861314,0,0,8,0.7777777778,6.1,0.4428571429,3,0.5,0.79,0.3726415094,4,10,74.35343813,14.28757181,24.24929008,75.75070992,Good,76
993,7.5,0.401459854,6,0.6666666667,3,0.2222222222,5,0.2857142857,0,0,0.79,0.3726415094,6,9,85.57165155,69.97600458,48.06333248,51.93666752,Neutral,52
994,6.6,0.3357664234,4,0.4444444444,5,0.4444444444,8.1,0.7285714286,4,0.6666666667,0.44,0.2075471698,7,7,77.58779301,30.34326158,25.24901026,74.75098974,Good,75
995,6,0.2919708029,3,0.3333333333,3,0.2222222222,9.4,0.9142857143,0,0,1.2,0.5660377358,4,7,76.00793804,22.50068947,5.435588696,94.5644113,Very Good,95
996,7.4,0.3941605839,9,1,10,1,6.9,0.5571428571,1,0.1666666667,0.26,0.1226415094,10,8,86.32723028,73.72677964,100,0,Very Bad,0
997,11.6,0.700729927,3,0.3333333333,3,0.2222222222,6.7,0.5285714286,5,0.8333333333,0.98,0.4622641509,9,10,80.26300457,43.623303,26.94136974,73.05863026,Good,73
998,9.3,0.5328467153,3,0.3333333333,3,0.2222222222,6.7,0.5285714286,6,1,0.48,0.2264150943,9,2,78.86090201,36.66311326,18.25202484,81.74797516,Very Good,82
999,6.9,0.3576642336,5,0.5555555556,7,0.6666666667,8.3,0.7571428571,3,0.5,0.2,0.09433962264,9,6,79.58658543,40.26548476,49.08099807,50.91900193,Neutral,51
1000,9.1,0.5182481752,7,0.7777777778,7,0.6666666667,8.2,0.7428571429,5,0.8333333333,0.8,0.3773584906,10,5,80.61907954,45.3908979,55.70645086,44.29354914,Neutral,44
